Producto;ProdNombre;Division;Estilo ID;Categoria;Grupo;Marca;UltFecha_EC;SaldoUND_EC;UltFecha_DS;SaldoUND_DS
C101805;BLUSA P/DAMA M-3/4 D/VESTIR KATTY ;ROPA;BLS-DM-VST-KATTY;DAMA;BLUSA P/DAMA M-3/4 D/VESTIR;;45967;1;46013;1
C007316;SET GLOBOS P/CUMPLEAÑOS SPIDERMAN;CELEBRACIONES;1369-190423-1-3;PIÑATERIA;SET GLOBOS+FRASE FELIZ CUMPLEAÑOS;YIWU LYFHON;45253;14;;0
C021474;SOMBRA P/OJOS;BELLEZA;MS0538;MAQUILLAJE;SOMBRAS;MELS COSMETICS;45379;12;;0
C047218;BOXER P/NIÑO JUV P/C MICROFIBRA;INTERIOR DETALLE;BIG-303;DI JUVENIL NIÑO;BOXER P/NIÑO JUV P/CORTA MICROFIBRA;MARSHAL;45848;382;;0
442239;DESODORANTE BARRA REXONA 45G INVISIBLE;CUIDADO PERSONAL;76320;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46110;132;46109;72
C067154;MOCHILA P/NIÑA GABBY`S DOLLHOUSE T-16;ESCOLAR;11007-142-24;MOCHILAS ESCOLARES;MOCHILA P/NIÑA 15/16;NEX SCHOOL;45555;30;46086;9
278922;ENCAJE;MERCADERIA DE CONSUMO;27487-6;MERCADERIA DE CONSUMO;MERCADERIA DE CONSUMO;YIWU RED;43335;52;;0
258818;DESODORANTE ROLLON REXONA 30ML V8 ;CUIDADO PERSONAL;0841;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46083;187;46086;87
393224;DESODORANTE INTIMO NNP 59.15ML MENTA KH02578;CUIDADO PERSONAL;KH02577;HIGIENE PERSONAL;DESODORANTE INTIMO;NNP;46081;183;;0
425228;CREMA CORPORAL BABY XTRACARE 227G OATMEAL;CUIDADO PERSONAL;7058317;HIGIENE P/BEBE;CREMAS PARA BEBE;BABY XTRACARE;46081;48;;0
480910;SET LIPS STICK MATE 2PZS UNICORNIO ;BELLEZA;27133-M931008;MAQUILLAJE;LIPSTICK;YIWU LYFHON;44953;2;;0
482162;SET GANCHOS P/NIÑA PINZA 5PZS;ACCESORIOS;4229-1109-2;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;44966;14;;0
488957;SHAMPOO SAVILE 700ML BIOTINA;CUIDADO PERSONAL;49226;HIGIENE PERSONAL;SHAMPOO;SAVILE;46137;200;46137;33
496234;SABANA PELUCHE 750G;HOGAR;COBIJA-750-015;DORMITORIO;SABANA PELUCHE;COLIBRI;46065;6;46072;1
C115465;CONJUNTO P/DAMA D/VESTIR BLUSA+FALDA;ROPA;HKC-2185K;DAMA;CONJUNTO P/DAMA D/VESTIR FALDA TELA;SOFIAS;45624;5;46135;3
C004579;SHORTS P/DAMA JEANS C/PIEDRAS;ROPA;72-11951A;DAMA;SHORTS P/DAMA JEANS;CAFE SIETE;45135;1;;0
C102704;DIARIO;ESCOLAR;22044-422-2;UTILES ESCOLARES;SET DIARIO+ACCESORIOS;YIWU LYFHON;45574;2;46035;1
C014752;SET GANCHOS P/NIÑA PINZA 3PZS;ACCESORIOS;3744-190423-31;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;45196;1;;0
C030721;TELA;MERCADERIA DE CONSUMO;23-225B;MERCADERIA DE CONSUMO;MERCADERIA DE CONSUMO;;45296;143.314;;0
C102588;VESTIDO P/DAMA FORMAL LARGO S/M;ROPA;EV21343D;DAMA;VESTIDO P/DAMA FORMAL LARGO S/M;EVAS ;45573;3;46135;1
022106;CREMA CORPORAL NIVEA 400ML EXPRESS HYDRATION;CUIDADO PERSONAL;803033;HIGIENE PERSONAL;CREMA CORPORAL;NIVEA;46043;15;46086;103
313784;ENCAJE;TELA;27487-2B17;TELA;ENCAJE;YIWU LYFHON;43710;255;;0
C159944;ZAPATOS P/NIÑO JUV ESCOLAR (B);ESCOLAR;43282-090725-03C/NEX;CALZADO ESCOLAR;ZAPATOS P/NIÑO ESCOLAR JUV;NEX SCHOOL;46043;74;46096;4
342546;CAMISETA T-14 S/MANGA JUVENIL P/NIÑO;PACER;4134T BLANCO-14;PACER NIÑO JUV;CAMISETA P/NIÑO JUV PACER S/M;PACER;46110;13;;0
426716;LIPSTICK  ;BELLEZA;5808 YL;MAQUILLAJE;LIPSTICK;YIWU LYFHON;44580;1;;0
C147582;SET BOLIGRAFOS NEGROS 2PZS;ESCOLAR;22077-157;UTILES ESCOLARES;SET DE BOLIGRAFOS MARCA PROPIA;NEX SCHOOL;45985;4;46086;6
447972;PAR GANCHOS 2PZS ;ACCESORIOS;3326-35614;ACCESORIOS DE CABELLO;GANCHO P/NIÑA PINZA;;44778;9;45786;3
450638;MONEDERO P/DAMA;ACCESORIOS;11889-4;ACCESORIOS PERSONALES;MONEDERO P/DAMA T-L;MIA COLLECTION;44789;3;;0
454370;AURICULARES ;TECNOLOGIA;17610-AML-600;ACCESORIOS DE TECNOLOGIA;AURICULARES D/CABLE (OREJERAS);YIWU LYFHON;44823;3;46120;13
458398;GANCHO P/DAMA PINZA;ACCESORIOS;4229A-0622-31;ACCESORIOS DE CABELLO;GANCHO P/DAMA PINZA;YIWU LYFHON;44845;3;46022;1
C007414;GLOBO #18 RUBLE;CELEBRACIONES;1474-200423-25-1;PIÑATERIA;GLOBOS METALIZADO LICENCIA;YIWU LYFHON;45143;13;;0
C041337;PORTAMINA;ESCOLAR;996;UTILES ESCOLARES;PORTAMINAS;YIWU LYFHON;45293;13;;0
C056765;RIMEL TRASPARENTE;BELLEZA;7402649;MAQUILLAJE;RIMEL TRANSPARENTE;;45362;1;;0
C057893;RIMEL;BELLEZA;M196;MAQUILLAJE;RIMEL;YIWU LYFHON;45435;6;;0
C070754;GANCHO P/DAMA MARIPOSA METALICO GRANDE;ACCESORIOS;3403-0111-30;ACCESORIOS DE CABELLO;GANCHO P/DAMA METALICO GRANDE;YIWU LYFHON;45436;1;;0
197600;CORPIÑO P/NIÑA;INTERIOR DETALLE;1054;DI JUVENIL NIÑA;CORPIÑO P/NIÑA JUV;LULUS ANGEL;42814;-1;46132;1
239310;SET DE BAÑO P/BEBE SHOFF 6PCS;CUIDADO PERSONAL;50058;HIGIENE P/BEBE;SET DE BAÑO P/BEBE;SHOFF;46109;338;;0
C135203;CAMISETA P/DAMA OVERSIZE M/C;ROPA;306-8653A;DAMA;CAMISETA P/DAMA OVERSIZE;CAFE SIETE;45722;1;46139;2
253302;TELA KIANNA INTERLOK FUCSIA;TELA;E-5590;TELA;TELA LISA;CENTEX;43050;124.89;;0
357694;PANTALON T-28 P/HOMBRE SLIM NAVY;PACER;PVH001 NAVY-28;PACER HOMBRE;PANTALON P/HOM PACER TELA STRETCH;PACER;44196;1;;0
384267;PACK TOBILLERAS P/NIÑA INF 3PZS;INTERIOR DETALLE;NMG-1211;DI INFANTIL NIÑA;PACK TOBILLERAS P/NIÑA INF 2-4;TERNURA;44312;2;;0
425461;JEANS P/HOMBRE SKINNY COMFORT T-29;ROPA;HSSURT-T29;CABALLERO;JEANS P/HOM GINO;GINO FERRETTI;45870;1;;0
444079;SET P/NIÑA LOCION+GEL DE BAÑO 200ML ELENA AVALOR;CUIDADO PERSONAL;7870;HIGIENE P/NIÑO (A);LOCION P/NIÑA;ELENA AVALOR;44875;1;;0
445218;SPRAY P/PEINAR SCENTIA 120ML HADAS DESENREDANTE;CUIDADO PERSONAL;57390;HIGIENE P/NIÑO (A);SPRAY FIJADOR P/CABELLO NIÑA;SCENTIA;46039;112;;0
C021525;LIPSTICK;BELLEZA;S046;MAQUILLAJE;LIPSTICK;MELS COSMETICS;45218;3;45822;2
C023346;FAJA TALLADORA P/DAMA BLUMER;INTERIOR DETALLE;49261-SF3003;DI DAMA;FAJA TALLADORA P/DAMA BLUMER;YIWU LYFHON;45841;120;46142;-6
262442;PISCINA RIGIDA ESTRUCT METALICA 3X2X75CM;VERANO;28272NP;ACCESORIOS DE VERANO;PISCINAS RIGIDA;;46007;4;;0
353798;TELA LISA BARCELONA;TELA;TELA-BARCELONA;TELA;TELA LISA;S/M;46136;138;;0
405911;PACK TOBILLERAS ALGODON P/HOMBRE 3PZS;INTERIOR DETALLE;BT-07821-M;DI CABALLERO;PACK TOBILLERAS P/HOMBRE ALGODON;BANTEX;44450;2;;0
C133166;FALDA SHORTS P/DAMA JEANS CARGO NEGRA;ROPA;38562;DAMA;FALDA SHORTS P/DAMA JEANS;MONDAY;45721;0;46140;1
431788;COLADOR PLASTICO;HOGAR;021-19402;COCINA;COLADOR PLASTICO;LOTUS HOME COLLECTION;46049;69;45827;1
C065819;FLORES NAVIDEÑAS 130CM;CELEBRACIONES;AB-20240293;NAVIDAD;PASCUA NAVIDEÑA;MINAYA;45562;1;45923;24
441051;PACK CALCETINES P/NIÑO INF 3PZS ;INTERIOR DETALLE;KK-08498-BB;DI INFANTIL NIÑO;PACK CALCETINES P/NIÑO INF;KOTTON KANDY ;44715;1;;0
446136;CAMISETA T-S P/HOMBRE C/R ARSEHEA;PACER;CR001 ARSEHEA-S;PACER HOMBRE;CAMISETA P/HOM PACER C/R;PACER;46134;6;;0
464471;LAMPARA SOLAR;HOGAR;968-05368;SALA DE HOGAR;LAMPARA SOLAR;;44863;1;;0
482535;BOXER P/NIÑO INF P/C MICROFIBRA;INTERIOR DETALLE;PZ-26;DI INFANTIL NIÑO;BOXER P/NIÑO INF P/CORTA MICROFIBRA;LEOPOLDO ;45797;228;;0
C013357;BLUSA P/BEBE NIÑA M/C D/VESTIR;ROPA;BLS/MESES/VESTIR;ROPA P/BEBE NIÑA;BLUSA P/BEBE NIÑA M/C D/VESTIR;CAMILLE;45447;-1;;0
C146884;OVEROLL P/DAMA D/T LARGO TELA D/VESTIR;ROPA;JJN-3695;DAMA;OVEROLL P/DAMA TELA LARGO FORMAL;SALVAJE;45745;0;46140;11
C031081;CORPIÑO P/NIÑA JUV D/T ESCOLAR;ESCOLAR;49049-306YLF;INTERIOR ESCOLAR;CORPIÑO P/NIÑA JUV D/T ESCOLAR;YIWU LYFHON;45951;86;;0
C033152;BOLSO P/DAMA PLAYERO ;VERANO;11896-802-19;ACCESORIOS DE VERANO;BOLSO P/DAMA PLAYERO T-L;YIWU LYFHON;45255;2;;0
155838;SHAMPOO PANTENE 400ML HIDRATACION EXTREMA;CUIDADO PERSONAL;840024;HIGIENE PERSONAL;SHAMPOO;PANTENE;46058;451;46128;190
158310;FLOTADOR INFLABLE ARO;VERANO;59230NP;ACCESORIOS DE VERANO;FLOTADORES;;46007;33;46101;1
297319;BILLETERA P/HOMBRE;ACCESORIOS;G1-11509-6YL;ACCESORIOS PERSONALES;BILLETERA P/HOMBRE CORTA;YIWU LYFHON;43525;1;;0
380404;SHAMPOO H&SH 650ML PROTECCION CAIDA;CUIDADO PERSONAL;62586;HIGIENE PERSONAL;SHAMPOO;HEAD&SHOULDERS;46058;358;46086;19
412169;DIADEMA P/NIÑA;ACCESORIOS;3016-519-15;ACCESORIOS DE CABELLO;DIADEMA P/NIÑA;YIWU LYFHON;44495;1;;0
C148793;JEANS P/NIÑO JUV SLIM NEGRO ;ROPA;JNSR/F-SK/JD-JUV7;JUVENIL NIÑO;JEANS P/NIÑO JUV SLIM NEGRO ;SKANDALO;45868;6;46112;3
412282;DIADEMA P/DAMA;ACCESORIOS;3917-529-14;ACCESORIOS DE CABELLO;DIADEMA P/DAMA;YIWU LYFHON;44495;2;;0
444786;CERA CAPILAR BARBER SHOP 150ML DARK;CUIDADO PERSONAL;KH04370;HIGIENE PERSONAL;CERA P/CABELLO;BARBER SHOP;46080;6;;0
447384;ALGODÓN FACIAL 100UND;BELLEZA;6431551;ACCESORIOS DE MAQUILLAJE;ALGODON P/DESMAQUILLAR;MOMING BUD;45855;1326;;0
451224;BOXER P/HOMBRE P/L MICROFIBRA;INTERIOR DETALLE;MBLX-4202;DI CABALLERO;BOXER P/HOMBRE P/LARGA MICROFIBRA;TRIYONS;46121;432;;0
493634;BOXER P/DAMA BLONDA ;INTERIOR DETALLE;D36-D22-P2487;DI DAMA;BOXER P/DAMA BLONDA;DIFFER ;45492;0;;0
497687;TABLA P/PICAR PLASTICA 40x24;HOGAR;TBL-02;COCINA;TABLA P/PICAR PLASTICA GRANDE 36 A 45CM;S/M;46056;6;;0
C007360;SET GLOBOS BABY SHOWER ROSA;CELEBRACIONES;1474-200423-12-1;PIÑATERIA;SET GLOBOS BABY SHOWER;YIWU LYFHON;45143;18;;0
C021480;SOMBRA P/OJOS;BELLEZA;MS0646;MAQUILLAJE;SOMBRAS;MELS COSMETICS;45379;1;;0
445745;DESODORANTE BARRA REXONA 45G XTRA COOL;CUIDADO PERSONAL;76313;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;46110;545;46086;264
483908;BALSAMO LABIAL HONEY;BELLEZA;LS161F-2;MAQUILLAJE;BALSAMO LABIAL;USHAS;46050;456;;0
493887;SET D/PESTAÑAS POSTIZAS 3D 3PZS;BELLEZA;26041-220-1;ACCESORIOS DE MAQUILLAJE;PESTAÑAS;YIWU LYFHON;45063;6;;0
C005908;CREMA FACIAL WOKALI 55G RICE (NOCHE);CUIDADO PERSONAL;WKL746;HIGIENE PERSONAL;CREMA FACIAL;WOKALI;46052;24;;0
C017670;MOCHILA P/NIÑO MARIO BROSS T-16;ESCOLAR;11007-37-16;MOCHILAS ESCOLARES;MOCHILA P/NIÑO 15/16;YIWU LYFHON;45218;4;46030;3
C021527;LIPSTICK;BELLEZA;S055;MAQUILLAJE;LIPSTICK;MELS COSMETICS;45218;4;;0
C088753;VASO C/PAJILLA MODA 300ml;HOGAR;AB240506;COCINA;VASO C/PAJILLA MODA;MINAYA;45516;8;45918;7
C036061;SET VIANDAS PLASTICAS MEDIANAS 5PZS;HOGAR;34348-5063-5#;COCINA;SET VIANDAS PLASTICAS MEDIANAS;YIWU LYFHON;46067;108;;0
C043848;CARTERA P/DAMA T-S;ACCESORIOS;12061-1015-23;ACCESORIOS PERSONALES;CARTERA P/DAMA T-S;YIWU LYFHON;45311;3;;0
C065815;PASCUA NAVIDEÑA ;CELEBRACIONES;AB-20240289;NAVIDAD;PASCUA NAVIDEÑA;MINAYA;45562;24;45923;1
C054394;SHORTS P/NIÑO JUV PLAYERO ;ROPA;LA-193;JUVENIL NIÑO;SHORTS P/NIÑO JUV PLAYERO;MIAMI AHÍ ;45358;4;;0
C120441;RESALTADOR ZAZLE LIGHT NARANJA 3205-02;ESCOLAR;238777;UTILES ESCOLARES;SET D/RESALTADORES ;;45661;7;46086;6
C030477;COLORES 12PZS ;ESCOLAR;21703-BS-126;UTILES ESCOLARES;COLORES 12PZS;YIWU LYFHON;45248;1;;0
C036335;SET D/GLOBOS AMOR 5PZS;CELEBRACIONES;1474-TZ-A5011;PIÑATERIA;SET GLOBOS DE AMOR;YIWU LYFHON;45266;18;;0
C047714;BRASSIER P/DAMA COPA D;INTERIOR DETALLE;49211-89-916;DI DAMA;BRASSIER P/DAMA COPA D;YIWU LYFHON;45324;1;;0
C164751;PAR GANCHOS P/NIÑA PINZA;ACCESORIOS;3862-311-12;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;45860;48;46086;1
C049833;SET GANCHOS P/NIÑA PINZA;ACCESORIOS;3650-1016-1;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA PINZA;YIWU LYFHON;45336;32;;0
363155;LICUADORA 8VEL 1.5LTRS;HOGAR;OS-999A;ENSERES MENORE;LICUADORA;OASIS;46123;100;46140;3
448822;SET EXTRACTOR DE LECHE;BEBE;35613-A6601;ACCESORIOS P/BEBE;EXTRACTOR DE LECHE MATERNA;YIWU LYFHON;44782;1;46120;1
C081681;ZAPATOS P/NIÑA JUV D/TACON;CALZADO;6365-19 (1)-1;CALZADO JUVENIL P/NIÑA;ZAPATOS P/NIÑA JUV D/TACON;CAMILLE PINK;45694;7;46129;1
482531;BOXER P/NIÑO INF P/C MICROFIBRA;INTERIOR DETALLE;PZ-22;DI INFANTIL NIÑO;BOXER P/NIÑO INF P/CORTA MICROFIBRA;LEOPOLDO ;45797;24;;0
194267;FALDA ESCOLAR AZUL MARINO C/BOLSA INF 6;ESCOLAR;FALD/UNIFBOL-6;UNIFORMES;FALDA ESCOLAR;FUROR;46013;95;46086;3
C003029;MOCHILA P/HOMBRE #15;ESCOLAR;11844-240423-22;MOCHILAS ESCOLARES;MOCHILA P/HOMBRE 15/16;YIWU LYFHON;45129;1;;0
405917;CEPILLO D/DIENTES P/ADULTO COLGATE SOFT;CUIDADO PERSONAL;56769;HIGIENE PERSONAL;CEPILLO P/ADULTO;COLGATE;46137;720;46137;288
C036063;SET VIANDAS PLASTICAS MEDIANAS 5PZS;HOGAR;34348-5068-5#;COCINA;SET VIANDAS PLASTICAS MEDIANAS;YIWU LYFHON;46067;138;;0
C040617;CERA CAPILAR HUSH 180G FIJACION MAXIMO RENDIMIENTO;CUIDADO PERSONAL;02298;HIGIENE PERSONAL;CERA P/CABELLO;HUSH ;46139;391;46139;117
C123226;FALDA P/NIÑA JUV JEANS CARGO COLORES ;ROPA;PS-77A;JUVENIL NIÑA;FALDA P/NIÑA JUV CARGO JEANS;SOFIA'S;45686;-1;46126;8
C047342;BOTE P/AGUA NIÑA ARIEL;HOGAR;PH-PRA-7553C;COCINA;BOTE D/AGUA P/NIÑO(A);DISNEY;45324;1;;0
491861;TAZA D/VIDRIO 10X7CM PUÑO HULK;HOGAR;AB1499;COCINA;TAZA D/VIDRIO MODA;YIWU LYFHON;45302;221;;0
493903;ESMALTE NHC;BELLEZA;26493-8178(8155);ACCESORIOS P/MANOS Y PIES;ESMALTE CHINO;YIWU LYFHON;45063;1;;0
278152;SET DECORACION ANIMALES P/BEBE;BEBE;F1-10392-FF11;ACCESORIOS P/BEBE;ACCESORIOS P/BEBE (STICKER);YIWU LYFHON;43325;2;;0
359962;CAMISETA P/HOMBRE C/R M/C TIPICA BLANCA;PROMOCION-PRODUCCION;CAM/M/C/TIPICA;PROMOCION ROPA HOMBRE;CAMISETA P/HOMBRE C/R M/C;CASSIDY;45954;5;;0
433889;SEPARADOR DE DEDOS;BELLEZA;L019;ACCESORIOS P/MANOS Y PIES;SEPARADOR DE DEDOS;Q&Z;44659;3;46121;6
444033;SOMBRAS P/OJOS;BELLEZA;HB-1081;MAQUILLAJE;SOMBRAS;RUBY ROSE ;44971;2;45822;1
C007327;GLOBO NUMERO #40 0;CELEBRACIONES;1369-190423-5-0;PIÑATERIA;GLOBO DE NUMEROS;YIWU LYFHON;45253;55;;0
C032212;SHORTS P/HOMBRE PLAYERO;ROPA;1056/YLF;CABALLERO;SHORTS P/HOM PLAYERO S-XL;YIWU LYFHON;45253;4;;0
C036284;BANDERIN FELIZ AÑO NUEVO D/BOTELLAS;CELEBRACIONES;1474-FB-9006;PIÑATERIA;BANDERINES ;YIWU LYFHON;45266;33;45393;11
C128570;CONJUNTO P/DAMA CASUAL BLUSA M/C+SHORTS TELA;ROPA;HAIDER-2-8;DAMA;CONJUNTO P/DAMA CASUAL SHORTS TELA;YIWU LYFHON;45706;1;46140;9
C043531;SET COLAS P/DAMA LIGA;ACCESORIOS;780-02870;ACCESORIOS DE CABELLO;SET COLAS P/DAMA LIGA;GLAMOUR;45310;2;45822;1
C054505;CREMA P/CABELLO NESSRIN 250G 2EN1 +CRESPOS;CUIDADO PERSONAL;890837;HIGIENE PERSONAL;CREMA P/CABELLO;NESSRIN;46123;312;;0
C056868;RIMEL ;BELLEZA;R6645;MAQUILLAJE;RIMEL;ROMANTIC BIRD ;45362;32;;0
055861;DESODORANTE GEL GILLETTE 82G POWER RUSH POWE BEADS;CUIDADO PERSONAL;913619;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;GILLETTE;46043;2;46086;1
196035;DESODORANTE BARRA OLD SPICE 50G STICK SHOWTIME;CUIDADO PERSONAL;304227;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;OLD SPICE;46058;1223;46086;306
197700;BLUSA T-M C/V FIT P/DAMA ESCARLATA;PACER;3137D ESCARLATA-M;PACER DAMA;CAMISETA P/DAMA PACER LISA;PACER;45567;2;;0
265309;BOXER T-36 P/HOMBRE PIERNA LARGA GRISOSC;PACER;7081 GRISOSC-36;PACER INTERIOR;BOXER P/HOM PACER BASICO;PACER;46143;3;;0
377580;BOXER P/NIÑO INF P/L MICROFIBRA;INTERIOR DETALLE;BL-2525T;DI INFANTIL NIÑO;BOXER P/NIÑO INF P/LARGA MICROFIBRA;LEOPOLDO;46121;1188;;0
443565;SHAMPOO ELVIVE 370ML OLEO EXTRAORDINARIO NUTRICION;CUIDADO PERSONAL;47505;HIGIENE PERSONAL;SHAMPOO;ELVIVE;46087;60;46088;94
C124242;VESTIDO P/NIÑA INF M/L CASUAL;ROPA;10-11179;INFANTIL NIÑA;VESTIDO P/NIÑA INF CASUAL;MINNIE MOUSE;45689;1;46135;1
C042549;SET GLOBOS  P/CUMPLEAÑOS MICKEY 9PZS;CELEBRACIONES;1474-TZ-K9010-2;PIÑATERIA;SET GLOBOS+FRASE FELIZ CUMPLEAÑOS;YIWU LYFHON;45526;6;;0
C050667;SET D/GANCHOS+COLAS P/NIÑA ;ACCESORIOS;3648-1016-4;ACCESORIOS DE CABELLO;SET COLAS+GANCHOS P/NIÑA;YIWU LYFHON;45338;47;;0
C060912;SET COLAS P/NIÑA;ACCESORIOS;3652-1215-34;ACCESORIOS DE CABELLO;SET COLAS P/NIÑA;YIWU LYFHON;45393;12;;0
C064382;LIPSTICK;BELLEZA;HB-8225;MAQUILLAJE;LIPSTICK;RUBY ROSE;45549;17;;0
C033636;SET PEINE+ESPEJO P/NIÑA 2PZS;BELLEZA;27184-830-4;ARTICULOS DE CABELLO;SET DE PEINES;YIWU LYFHON;45256;-2;;0
C046566;LLAVERO STITCH;ACCESORIOS;3821-1016-84;ACCESORIOS PERSONALES;LLAVEROS LICENCIA;YIWU LYFHON;45323;1;;0
C051868;SPLASH CORPORAL V.V.LOVE 250ML KISS THE AIR;CUIDADO PERSONAL;VL9057-2;HIGIENE PERSONAL;SPLASH;V.V.LOVE;46080;10;;0
371467;SHAMPOO+ACONDICIONADOR TOY STORY 473ML;CUIDADO PERSONAL;DS03094;HIGIENE P/NIÑO (A);SHAMPOO P/NIÑOS;TOY STORY;46080;104;;0
385035;SILLA P/NIÑO(A) METAL D/DOBLAR;BEBE;36100-XL-011;DORMITORIO P/BEBE;SILLA P/NIÑO (A);YIWU LYFHON;45885;6;;0
426893;SET P/NIÑA GANCHOS 3PZS;ACCESORIOS;3326-3517;ACCESORIOS DE CABELLO;SET ACCESORIOS P/CABELLO NIÑA;YIWU LYFHON;44580;1;46022;1
436726;SET GANCHOS P/DAMA  ;ACCESORIOS;3817-1218-4;ACCESORIOS DE CABELLO;SET GANCHOS P/DAMA PINZA;YIWU LYFHON;44677;1;;0
C143729;SANDALIAS P/NIÑA PRE-INF PLANAS;CALZADO;43353-316-145;CALZADO PRE-INF NIÑA;SANDALIAS P/NIÑA PRE-INF;CAMILLE;45871;1;46093;2
448761;RELOJ P/NIÑO DIGITAL;ACCESORIOS;18358-20;ACCESORIOS PERSONALES;RELOJ P/NIÑO;YIWU LYFHON;44782;2;;0
454066;PACK CALCETAS P/HOMBRE ALTAS;INTERIOR DETALLE;K1-JK15-A;DI CABALLERO;PACK CALCETAS P/HOMBRE ALTAS;ELEGANT BASIC ;46086;4;;0
478253;LOCION P/NIÑA FROZEN 100ML;CUIDADO PERSONAL;8627;HIGIENE P/NIÑO (A);LOCION P/NIÑA;FROZEN;45241;2;;0
C092373;SET COLA+GANCHO PINZA P/DAMA;ACCESORIOS;3110-418-10;ACCESORIOS DE CABELLO;SET COLAS P/DAMA;YIWU LYFHON;45528;2;45822;-2
C007417;GLOBO #18 MICKEY;CELEBRACIONES;1474-200423-26-1;PIÑATERIA;GLOBOS METALIZADO LICENCIA;YIWU LYFHON;45143;31;45499;1
077567;JABON BARRA GRISI 100G AZUFRE;CUIDADO PERSONAL;101209;HIGIENE PERSONAL;JABON D/BAÑO BARRA D/ADULTO;;46105;378;;0
128812;PISCINA INFLABLE PARA NIÑO 3 AROS;VERANO;58439NP;ACCESORIOS DE VERANO;PISCINAS INFLABLES;;46007;15;;0
C013332;PACK CALCETA ESCOLAR CALADA BLANCA T-S 3PZS ;ESCOLAR;ACE-03/S;INTERIOR ESCOLAR;CALCETA ESCOLAR CALADA P/NIÑA JUV T-S;NEX SCHOOL;45887;51;46055;53
355113;SHAMPOO JOHNSONS 50ML GOLD;CUIDADO PERSONAL;101255;HIGIENE P/BEBE;SHAMPOO PARA BEBE;JOHNSONS;46137;288;46137;39
C010277;DESODORANTE BARRA NIVEA 50G MEN BLACK CARBON DARK ;CUIDADO PERSONAL;38694;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;NIVEA;45551;11;46086;4
382535;BOXER P/NIÑO INF P/L MICROFIBRA;INTERIOR DETALLE;BL-2525L;DI INFANTIL NIÑO;BOXER P/NIÑO INF P/LARGA MICROFIBRA;LEOPOLDO;46121;421;;0
386337;SHAMPOO+ACONDICIONADOR XTRACARE 400ML MANZANA V;CUIDADO PERSONAL;7059505;HIGIENE PERSONAL;SHAMPOO;XTRACARE;46081;36;;0
429591;DIADEMA P/NIÑA;ACCESORIOS;HB210520-21;ACCESORIOS DE CABELLO;DIADEMA P/NIÑA;UBC UNLIMITED CARE;44622;1;;0
443127;TINTE REVEL COLOR 2 TUBOS CAOBA COBRIZO 6.4;CUIDADO PERSONAL;3382156;HIGIENE PERSONAL;TINTE P/CABELLO;REVEL COLOR;46128;252;;0
444268;ORGANIZADOR P/BOLSAS DE BASURA;HOGAR;36347-LQ-114;COCINA;ORGANIZADOR P/BOLSAS DE BASURA;YIWU LYFHON;44750;1;45396;1
480131;CREMA P/MANOS 100ML LAVENDER HAND ;CUIDADO PERSONAL;68290;HIGIENE PERSONAL;CREMA P/MANOS;YIWU LYFHON;44942;1;;0
C002495;CONJUNTO P/BEBE NIÑO CAMISETA T/POLO+SHORTS JEANS ;ROPA;ST-14;ROPA P/BEBE NIÑO;CONJUNTO P/BEBE NIÑO SHORTS JEANS;JACO BABY;45500;1;;0
C018599;OLLA C/TAPADERA VIDRIO 34CM;HOGAR;VEN-34G;COCINA;OLLA 34CM;VENEZIA;46007;1;;0
067333;HISOPOS J&J CAJA 60X75 S           ;CUIDADO PERSONAL;560737;HIGIENE PERSONAL;HISOPOS;JOHNSONS;45992;6;;0
178975;CAMISETA T-S P/HOMBRE C/V ESCARLATA;PACER;3137 ESCARLATA-S;PACER HOMBRE;CAMISETA P/HOM PACER C/V;PACER;46143;9;;0
223366;CAMISETA T-XS BASICA POLO ROJO;PACER;3405 ROJO-XS;PACER HOMBRE;CAMISETA P/HOM PACER POLO BASICA;PACER;46139;1;;0
265558;LEGGING T-L P/DAMA LARGO GRISOSC;PACER;B152 GRISOSC-L;PACER DAMA;LEGGING P/DAMA PACER;PACER;45920;2;;0
355577;CREMA CORPORAL NIVEA 220ML MILK NUTRITIVA;CUIDADO PERSONAL;549802;HIGIENE PERSONAL;CREMA CORPORAL;NIVEA;46058;106;;0
382415;SHAMPOO PROT. CAPILAR 510ML ARGAN OIL;CUIDADO PERSONAL;KH8239;HIGIENE PERSONAL;SHAMPOO;NEVADA;46081;40;;0
386311;FIJADOR P/CABELLO 600ML ANTI-FRIZ EXTRA HOLD;CUIDADO PERSONAL;KH02218;HIGIENE PERSONAL;FIJADOR P/CABELLO;NEVADA;46081;156;;0
